relative_im_path,class,xmin,xmax,ymin,ymax
datasets/211/138.jpg,211,131,305,739,579,
datasets/211/248.jpg,211,105,270,626,471,
datasets/211/6.jpg,211,294,169,1224,545,
datasets/211/221.jpg,211,49,85,1372,909,
datasets/211/96.jpg,211,24,82,605,367,
datasets/211/245.jpg,211,147,155,588,340,
datasets/211/54.jpg,211,16,113,639,351,
datasets/211/149.jpg,211,497,114,613,171,
datasets/211/239.jpg,211,26,211,1004,591,
datasets/211/244.jpg,211,202,265,1009,643,
datasets/211/81.jpg,211,166,131,789,426,
datasets/211/76.jpg,211,23,97,627,379,
datasets/211/78.jpg,211,67,170,980,463,
datasets/211/178.jpg,211,136,69,1229,632,
datasets/211/61.jpg,211,277,333,732,543,
datasets/211/236.jpg,211,42,42,600,411,
datasets/211/7.jpg,211,135,131,606,350,
datasets/211/105.jpg,211,528,368,1380,733,
datasets/211/152.jpg,211,44,20,613,377,
datasets/211/154.jpg,211,33,143,585,405,
datasets/211/134.jpg,211,65,134,671,403,
datasets/211/148.jpg,211,109,222,859,531,
datasets/211/255.jpg,211,73,134,598,413,
datasets/211/15.jpg,211,338,279,1108,625,
datasets/211/156.jpg,211,68,121,594,366,
datasets/211/93.jpg,211,25,80,622,375,
datasets/211/194.jpg,211,151,319,1370,717,
datasets/211/42.jpg,211,54,50,559,377,
datasets/211/199.jpg,211,94,90,774,500,
datasets/211/88.jpg,211,26,159,620,369,
datasets/211/2.jpg,211,169,310,1747,947,
datasets/211/250.jpg,211,23,32,580,272,
datasets/211/86.jpg,211,281,307,1626,755,
datasets/211/241.jpg,211,57,213,699,494,
datasets/211/205.jpg,211,63,73,546,301,
datasets/211/127.jpg,211,52,305,983,580,
datasets/211/121.jpg,211,68,121,624,445,
datasets/211/208.jpg,211,56,104,886,619,
datasets/211/24.jpg,211,99,99,826,444,
datasets/211/206.jpg,211,108,46,556,252,
datasets/211/231.jpg,211,14,137,627,409,
datasets/211/198.jpg,211,204,150,777,429,
datasets/211/214.jpg,211,404,157,1374,863,
datasets/211/209.jpg,211,58,84,406,200,
datasets/211/176.jpg,211,28,60,776,303,
datasets/211/103.jpg,211,95,106,635,324,
datasets/211/68.jpg,211,215,99,826,580,
datasets/211/13.jpg,211,74,176,590,353,
datasets/211/162.jpg,211,27,93,487,295,
datasets/211/217.jpg,211,33,77,628,323,
datasets/211/55.jpg,211,98,198,534,414,
datasets/211/204.jpg,211,50,174,592,446,
datasets/211/5.jpg,211,185,202,1279,727,
datasets/211/130.jpg,211,238,165,712,497,
datasets/211/30.jpg,211,14,228,1007,605,
datasets/211/40.jpg,211,281,282,1273,709,
datasets/211/147.jpg,211,133,180,701,382,
datasets/211/39.jpg,211,44,90,808,543,
datasets/211/124.jpg,211,474,584,1666,1079,
datasets/211/216.jpg,211,19,126,997,612,
datasets/211/242.jpg,211,61,114,628,348,
datasets/211/18.jpg,211,625,401,1819,926,
datasets/211/115.jpg,211,155,194,852,485,
datasets/211/169.jpg,211,523,234,1406,858,
datasets/211/16.jpg,211,165,197,1005,561,
datasets/211/177.jpg,211,281,452,1816,1131,
datasets/211/3.jpg,211,132,238,867,499,
datasets/211/237.jpg,211,13,241,931,609,
datasets/211/100.jpg,211,68,128,1159,635,
datasets/211/144.jpg,211,124,206,1812,929,
datasets/211/230.jpg,211,111,111,658,459,
datasets/211/27.jpg,211,69,121,438,287,
datasets/211/19.jpg,211,100,132,678,376,
datasets/211/64.jpg,211,237,228,768,492,
datasets/211/189.jpg,211,28,111,604,382,
datasets/211/224.jpg,211,110,185,536,431,
datasets/211/37.jpg,211,49,102,463,260,
datasets/211/107.jpg,211,23,50,638,326,
datasets/211/36.jpg,211,244,202,1196,619,
datasets/211/181.jpg,211,70,238,1869,911,
datasets/211/131.jpg,211,224,180,1806,780,
datasets/211/112.jpg,211,16,77,614,352,
datasets/211/25.jpg,211,137,46,1036,586,
datasets/211/74.jpg,211,5,155,632,436,
datasets/211/91.jpg,211,151,277,697,508,
datasets/211/108.jpg,211,129,84,312,168,
datasets/211/52.jpg,211,61,77,571,326,
datasets/211/110.jpg,211,105,48,454,199,
datasets/211/145.jpg,211,65,167,656,380,
datasets/211/106.jpg,211,133,292,603,497,
datasets/211/164.jpg,211,350,79,506,298,
datasets/211/104.jpg,211,186,245,702,498,
datasets/211/28.jpg,211,189,236,1631,812,
datasets/211/101.jpg,211,31,101,608,341,
datasets/211/60.jpg,211,51,82,576,304,
datasets/211/84.jpg,211,110,181,810,444,
datasets/211/46.jpg,211,34,155,609,378,
datasets/211/220.jpg,211,334,149,736,438,
datasets/211/235.jpg,211,60,51,406,250,
datasets/211/191.jpg,211,2,96,1159,809,
datasets/211/114.jpg,211,52,17,568,298,
datasets/211/253.jpg,211,24,76,621,325,
datasets/211/118.jpg,211,81,247,1104,688,
datasets/211/51.jpg,211,141,190,1041,596,
datasets/211/187.jpg,211,75,183,668,485,
datasets/211/254.jpg,211,54,154,562,431,
datasets/211/256.jpg,211,80,124,666,293,
datasets/211/111.jpg,211,42,112,999,610,
datasets/211/119.jpg,211,70,171,580,423,
datasets/211/155.jpg,211,306,271,726,486,
datasets/211/53.jpg,211,460,309,1134,576,
datasets/211/102.jpg,211,35,93,614,307,
datasets/211/160.jpg,211,351,324,1234,652,
datasets/211/186.jpg,211,76,153,568,416,
datasets/211/243.jpg,211,129,82,1794,805,
datasets/211/128.jpg,211,90,169,556,424,
datasets/211/23.jpg,211,301,219,750,402,
datasets/211/32.jpg,211,33,159,847,433,
datasets/211/85.jpg,211,110,190,550,405,
datasets/211/58.jpg,211,9,157,633,420,
datasets/211/125.jpg,211,38,117,605,375,
datasets/211/146.jpg,211,78,171,425,430,
datasets/211/172.jpg,211,84,64,874,521,
datasets/211/133.jpg,211,735,1070,3098,2397,
datasets/211/140.jpg,211,31,104,561,347,
datasets/211/21.jpg,211,244,208,1267,864,
datasets/211/14.jpg,211,112,130,563,314,
datasets/211/117.jpg,211,169,327,1052,810,
datasets/211/122.jpg,211,21,34,616,295,
datasets/211/79.jpg,211,134,246,1063,707,
datasets/211/43.jpg,211,115,119,822,453,
datasets/211/184.jpg,211,28,49,613,456,
datasets/211/63.jpg,211,14,40,628,358,
datasets/211/139.jpg,211,61,165,849,529,
datasets/211/226.jpg,211,188,239,1445,776,
datasets/211/161.jpg,211,102,61,748,435,
datasets/211/17.jpg,211,166,325,802,549,
datasets/211/188.jpg,211,25,188,626,451,
datasets/211/203.jpg,211,25,99,776,439,
datasets/211/167.jpg,211,37,33,595,359,
datasets/211/257.jpg,211,619,214,1429,741,
datasets/211/116.jpg,211,339,448,2053,1168,
datasets/211/163.jpg,211,67,233,990,617,
datasets/211/195.jpg,211,16,50,629,373,
datasets/211/171.jpg,211,107,93,899,474,
datasets/211/99.jpg,211,34,140,914,551,
datasets/211/153.jpg,211,72,149,537,337,
datasets/211/150.jpg,211,85,129,543,341,
datasets/211/44.jpg,211,282,376,1749,1013,
datasets/211/213.jpg,211,226,132,887,504,
datasets/211/223.jpg,211,615,427,1301,928,
datasets/211/67.jpg,211,118,264,875,505,
datasets/211/83.jpg,211,66,139,582,416,
datasets/211/59.jpg,211,46,20,610,392,
datasets/211/240.jpg,211,63,124,606,377,
datasets/211/1.jpg,211,299,680,1677,1206,
datasets/211/77.jpg,211,87,84,896,486,
datasets/211/22.jpg,211,393,419,1165,734,
datasets/211/232.jpg,211,49,154,825,484,
datasets/211/35.jpg,211,41,102,611,340,
datasets/211/123.jpg,211,104,325,1257,683,
datasets/211/170.jpg,211,20,129,608,389,
datasets/211/132.jpg,211,112,101,883,442,
datasets/211/41.jpg,211,233,69,1742,941,
datasets/211/202.jpg,211,109,190,720,477,
datasets/211/212.jpg,211,98,184,1109,564,
datasets/211/179.jpg,211,30,53,610,305,
datasets/211/48.jpg,211,45,70,559,307,
datasets/211/62.jpg,211,42,212,583,398,
datasets/211/136.jpg,211,111,84,414,193,
datasets/211/229.jpg,211,233,401,1291,745,
datasets/211/192.jpg,211,47,69,618,381,
datasets/211/207.jpg,211,56,67,563,296,
datasets/211/193.jpg,211,316,540,1377,874,
datasets/211/196.jpg,211,86,183,548,430,
datasets/211/90.jpg,211,116,174,615,407,
datasets/211/227.jpg,211,43,91,385,311,
datasets/211/47.jpg,211,225,287,1681,818,
datasets/211/182.jpg,211,57,155,532,337,
datasets/211/11.jpg,211,138,137,1179,640,
datasets/211/34.jpg,211,36,91,617,363,
datasets/211/190.jpg,211,30,103,617,327,
datasets/211/228.jpg,211,57,187,759,482,
datasets/211/92.jpg,211,48,96,605,316,
datasets/211/135.jpg,211,166,283,394,472,
datasets/211/73.jpg,211,75,115,599,340,
datasets/211/65.jpg,211,28,104,614,354,
datasets/211/4.jpg,211,356,317,1642,844,
datasets/211/50.jpg,211,109,132,748,414,
datasets/211/142.jpg,211,112,375,1510,989,
datasets/211/57.jpg,211,141,240,1394,786,
datasets/211/113.jpg,211,5,59,270,146,
datasets/211/185.jpg,211,570,254,1065,515,
datasets/211/75.jpg,211,45,43,604,281,
datasets/211/219.jpg,211,7,27,391,213,
datasets/211/252.jpg,211,503,192,1086,576,
datasets/211/158.jpg,211,795,519,1368,931,
datasets/211/71.jpg,211,20,63,633,344,
datasets/211/10.jpg,211,30,51,357,199,
datasets/211/98.jpg,211,382,549,2457,1604,
datasets/211/94.jpg,211,30,86,620,314,
datasets/211/129.jpg,211,46,144,595,422,
datasets/211/38.jpg,211,289,366,1141,680,
datasets/211/49.jpg,211,34,89,550,320,
datasets/211/225.jpg,211,143,235,765,482,
datasets/211/222.jpg,211,53,63,557,288,
datasets/211/180.jpg,211,96,231,828,467,
datasets/211/87.jpg,211,414,708,3054,1836,
datasets/211/151.jpg,211,166,136,917,542,
datasets/211/56.jpg,211,86,144,585,410,
datasets/211/175.jpg,211,57,168,940,578,
datasets/211/66.jpg,211,80,282,476,513,
datasets/211/33.jpg,211,421,543,2609,1666,
datasets/211/197.jpg,211,77,167,554,438,
datasets/211/174.jpg,211,31,21,608,331,
datasets/211/200.jpg,211,43,94,563,304,
datasets/211/215.jpg,211,81,167,951,625,
datasets/211/12.jpg,211,67,111,426,224,
datasets/211/251.jpg,211,66,121,551,422,
datasets/211/97.jpg,211,68,37,581,402,
datasets/211/247.jpg,211,28,84,621,401,
datasets/211/201.jpg,211,132,181,1477,721,
datasets/211/126.jpg,211,19,15,625,389,
datasets/211/9.jpg,211,112,77,895,633,
datasets/211/183.jpg,211,22,97,776,431,
datasets/211/8.jpg,211,319,235,1595,858,
datasets/211/82.jpg,211,23,75,618,347,
datasets/211/137.jpg,211,182,206,818,530,
datasets/211/45.jpg,211,19,98,622,385,
datasets/211/20.jpg,211,53,98,592,389,
datasets/211/258.jpg,211,121,85,894,464,
datasets/211/168.jpg,211,44,83,606,353,
datasets/211/26.jpg,211,136,116,1170,620,
datasets/211/109.jpg,211,100,87,560,387,
datasets/211/29.jpg,211,40,38,333,186,
datasets/211/120.jpg,211,272,189,1028,587,
datasets/211/218.jpg,211,178,102,715,322,
datasets/211/89.jpg,211,52,13,548,271,
datasets/211/233.jpg,211,117,188,530,368,
datasets/211/95.jpg,211,121,135,635,431,
datasets/211/72.jpg,211,105,86,524,354,
datasets/211/31.jpg,211,12,496,408,693,
datasets/211/159.jpg,211,35,157,430,377,
datasets/211/166.jpg,211,23,157,619,425,
datasets/211/211.jpg,211,84,284,645,502,
datasets/211/141.jpg,211,95,230,1502,777,
datasets/211/70.jpg,211,80,106,554,351,
datasets/211/143.jpg,211,116,176,670,457,
datasets/211/80.jpg,211,197,205,744,479,
datasets/211/246.jpg,211,177,174,1016,564,
datasets/211/210.jpg,211,974,176,1049,454,
datasets/212/238.jpg,212,425,276,583,349,
datasets/212/173.jpg,212,167,151,689,418,
datasets/212/249.jpg,212,53,101,584,392,
datasets/212/157.jpg,212,20,17,64,39,
datasets/212/69.jpg,212,216,98,1704,1059,
datasets/212/165.jpg,212,21,47,395,235,
datasets/212/234.jpg,212,142,132,588,411,
datasets/212/138.jpg,212,180,187,439,387,
datasets/212/248.jpg,212,59,41,562,290,
datasets/212/6.jpg,212,75,190,969,691,
datasets/212/221.jpg,212,80,146,567,427,
datasets/212/96.jpg,212,26,54,607,346,
datasets/212/261.jpg,212,22,101,636,351,
datasets/212/266.jpg,212,3,77,636,341,
datasets/212/245.jpg,212,22,82,621,368,
datasets/212/54.jpg,212,89,237,1677,890,
datasets/212/149.jpg,212,29,100,612,342,
datasets/212/259.jpg,212,99,55,305,140,
datasets/212/239.jpg,212,19,68,585,372,
datasets/212/244.jpg,212,104,146,925,633,
datasets/212/81.jpg,212,28,67,462,290,
datasets/212/76.jpg,212,51,52,544,302,
datasets/212/78.jpg,212,65,208,1574,980,
datasets/212/178.jpg,212,374,67,525,129,
datasets/212/61.jpg,212,55,61,561,407,
datasets/212/236.jpg,212,21,76,629,448,
datasets/212/7.jpg,212,27,188,1185,711,
datasets/212/105.jpg,212,28,129,829,445,
datasets/212/152.jpg,212,56,64,1137,624,
datasets/212/154.jpg,212,36,81,598,366,
datasets/212/134.jpg,212,331,107,745,441,
datasets/212/148.jpg,212,15,41,601,366,
datasets/212/255.jpg,212,69,55,527,295,
datasets/212/15.jpg,212,17,83,620,383,
datasets/212/156.jpg,212,118,331,923,638,
datasets/212/93.jpg,212,93,140,967,621,
datasets/212/194.jpg,212,75,84,388,197,
datasets/212/42.jpg,212,182,118,886,535,
datasets/212/199.jpg,212,5,96,1006,647,
datasets/212/88.jpg,212,35,196,996,588,
datasets/212/2.jpg,212,202,357,813,630,
datasets/212/250.jpg,212,11,160,638,438,
datasets/212/86.jpg,212,15,80,633,409,
datasets/212/241.jpg,212,152,369,983,741,
datasets/212/205.jpg,212,513,152,1431,724,
datasets/212/127.jpg,212,269,196,895,546,
datasets/212/121.jpg,212,213,137,871,552,
datasets/212/270.jpg,212,3,77,636,341,
datasets/212/208.jpg,212,25,47,616,418,
datasets/212/24.jpg,212,390,267,1030,544,
datasets/212/206.jpg,212,95,106,528,381,
datasets/212/231.jpg,212,15,81,638,461,
datasets/212/198.jpg,212,40,28,584,451,
datasets/212/214.jpg,212,444,188,515,233,
datasets/212/209.jpg,212,380,36,526,109,
datasets/212/176.jpg,212,362,664,1746,1545,
datasets/212/103.jpg,212,50,102,979,593,
datasets/212/68.jpg,212,958,865,4250,2872,
datasets/212/13.jpg,212,94,168,1052,556,
datasets/212/162.jpg,212,150,124,490,380,
datasets/212/217.jpg,212,76,52,957,675,
datasets/212/55.jpg,212,69,97,586,369,
datasets/212/204.jpg,212,62,51,746,427,
datasets/212/5.jpg,212,210,180,664,398,
datasets/212/130.jpg,212,23,72,752,368,
datasets/212/30.jpg,212,199,305,1044,688,
datasets/212/40.jpg,212,268,169,1215,630,
datasets/212/147.jpg,212,675,363,1386,876,
datasets/212/39.jpg,212,489,312,1026,701,
datasets/212/124.jpg,212,641,713,1787,1385,
datasets/212/216.jpg,212,297,299,815,575,
datasets/212/242.jpg,212,884,113,1022,251,
datasets/212/18.jpg,212,228,290,966,653,
datasets/212/115.jpg,212,8,134,155,206,
datasets/212/169.jpg,212,44,74,606,359,
datasets/212/16.jpg,212,128,137,818,472,
datasets/212/177.jpg,212,58,126,692,344,
datasets/212/3.jpg,212,196,297,1019,625,
datasets/212/273.jpg,212,503,597,2436,1649,
datasets/212/237.jpg,212,59,35,548,299,
datasets/212/100.jpg,212,243,71,815,360,
datasets/212/144.jpg,212,500,249,648,320,
datasets/212/230.jpg,212,186,167,433,311,
datasets/212/27.jpg,212,290,315,979,717,
datasets/212/19.jpg,212,47,125,685,446,
datasets/212/64.jpg,212,225,482,1471,917,
datasets/212/189.jpg,212,41,70,606,366,
datasets/212/224.jpg,212,49,69,585,390,
datasets/212/37.jpg,212,357,587,1195,957,
datasets/212/107.jpg,212,153,86,657,357,
datasets/212/36.jpg,212,155,97,672,474,
datasets/212/181.jpg,212,29,69,611,409,
datasets/212/131.jpg,212,27,45,624,422,
datasets/212/112.jpg,212,160,452,1761,1006,
datasets/212/25.jpg,212,208,419,1427,904,
datasets/212/74.jpg,212,180,276,838,603,
datasets/212/91.jpg,212,31,65,1162,579,
datasets/212/108.jpg,212,114,460,1928,1142,
datasets/212/52.jpg,212,156,133,492,387,
datasets/212/110.jpg,212,57,114,595,367,
datasets/212/145.jpg,212,164,167,1068,545,
datasets/212/106.jpg,212,15,76,607,333,
datasets/212/164.jpg,212,114,95,693,520,
datasets/212/260.jpg,212,77,55,431,218,
datasets/212/104.jpg,212,68,90,603,370,
datasets/212/28.jpg,212,98,199,988,698,
datasets/212/101.jpg,212,434,340,1365,763,
datasets/212/60.jpg,212,191,129,1165,624,
datasets/212/84.jpg,212,159,167,869,500,
datasets/212/46.jpg,212,130,240,1763,858,
datasets/212/220.jpg,212,37,84,591,402,
datasets/212/235.jpg,212,205,137,561,287,
datasets/212/191.jpg,212,30,112,616,380,
datasets/212/114.jpg,212,28,91,636,382,
datasets/212/253.jpg,212,110,336,2043,1269,
datasets/212/118.jpg,212,33,153,626,441,
datasets/212/271.jpg,212,378,413,1695,959,
datasets/212/51.jpg,212,44,80,590,352,
datasets/212/187.jpg,212,42,131,610,400,
datasets/212/254.jpg,212,163,104,841,498,
datasets/212/256.jpg,212,31,91,615,356,
datasets/212/111.jpg,212,39,43,543,316,
datasets/212/119.jpg,212,75,47,887,450,
datasets/212/155.jpg,212,227,234,1159,721,
datasets/212/53.jpg,212,86,196,927,566,
datasets/212/102.jpg,212,50,96,589,324,
datasets/212/160.jpg,212,20,126,605,395,
datasets/212/186.jpg,212,116,141,846,437,
datasets/212/243.jpg,212,26,130,590,438,
datasets/212/265.jpg,212,85,260,860,531,
datasets/212/128.jpg,212,96,199,1438,936,
datasets/212/23.jpg,212,47,17,504,217,
datasets/212/32.jpg,212,66,135,863,469,
datasets/212/85.jpg,212,357,310,1226,715,
datasets/212/268.jpg,212,22,93,619,382,
datasets/212/58.jpg,212,258,192,1252,768,
datasets/212/125.jpg,212,76,99,554,424,
datasets/212/146.jpg,212,32,107,611,357,
datasets/212/172.jpg,212,172,126,869,506,
datasets/212/133.jpg,212,54,109,603,380,
datasets/212/140.jpg,212,183,117,562,388,
datasets/212/21.jpg,212,145,158,1106,632,
datasets/212/14.jpg,212,110,48,396,182,
datasets/212/117.jpg,212,14,98,616,376,
datasets/212/262.jpg,212,167,256,558,490,
datasets/212/122.jpg,212,17,51,627,347,
datasets/212/79.jpg,212,72,85,574,389,
datasets/212/43.jpg,212,41,92,757,435,
datasets/212/184.jpg,212,69,163,550,422,
datasets/212/264.jpg,212,22,101,615,416,
datasets/212/63.jpg,212,21,72,621,352,
datasets/212/139.jpg,212,54,59,605,382,
datasets/212/226.jpg,212,101,111,697,426,
datasets/212/161.jpg,212,24,158,625,457,
datasets/212/17.jpg,212,9,156,805,459,
datasets/212/188.jpg,212,214,75,810,429,
datasets/212/203.jpg,212,33,68,607,313,
datasets/212/167.jpg,212,108,272,608,498,
datasets/212/257.jpg,212,240,231,946,605,
datasets/212/116.jpg,212,386,185,2543,1196,
datasets/212/163.jpg,212,172,118,665,460,
datasets/212/195.jpg,212,99,202,520,348,
datasets/212/269.jpg,212,503,597,2436,1649,
datasets/212/171.jpg,212,51,95,598,333,
datasets/212/99.jpg,212,82,114,569,387,
datasets/212/153.jpg,212,26,70,460,288,
datasets/212/150.jpg,212,62,103,593,408,
datasets/212/44.jpg,212,110,113,817,462,
datasets/212/213.jpg,212,29,90,632,441,
datasets/212/223.jpg,212,30,65,566,360,
datasets/212/67.jpg,212,2306,1152,5762,3202,
datasets/212/83.jpg,212,89,97,1098,588,
datasets/212/59.jpg,212,192,214,631,450,
datasets/212/240.jpg,212,29,129,819,410,
datasets/212/1.jpg,212,204,227,936,618,
datasets/212/77.jpg,212,32,137,608,359,
datasets/212/22.jpg,212,136,160,682,402,
datasets/212/232.jpg,212,163,15,1123,681,
datasets/212/35.jpg,212,92,132,538,362,
datasets/212/123.jpg,212,0,119,220,242,
datasets/212/170.jpg,212,184,370,1770,883,
datasets/212/132.jpg,212,305,268,739,509,
datasets/212/41.jpg,212,404,182,502,239,
datasets/212/202.jpg,212,173,130,800,574,
datasets/212/212.jpg,212,21,20,198,119,
datasets/212/179.jpg,212,0,318,153,512,
datasets/212/48.jpg,212,58,36,591,330,
datasets/212/62.jpg,212,709,575,1873,1032,
datasets/212/136.jpg,212,584,308,1603,858,
datasets/212/229.jpg,212,28,86,611,334,
datasets/212/192.jpg,212,41,135,626,407,
datasets/212/207.jpg,212,38,49,487,345,
datasets/212/193.jpg,212,109,150,1844,1115,
datasets/212/196.jpg,212,176,38,505,297,
datasets/212/90.jpg,212,100,46,538,418,
datasets/212/227.jpg,212,311,464,1309,910,
datasets/212/47.jpg,212,52,107,649,400,
datasets/212/182.jpg,212,52,61,612,423,
datasets/212/11.jpg,212,127,138,1168,698,
datasets/212/34.jpg,212,333,236,624,426,
datasets/212/190.jpg,212,31,48,1184,767,
datasets/212/228.jpg,212,38,140,993,510,
datasets/212/92.jpg,212,116,129,549,421,
datasets/212/135.jpg,212,30,119,612,363,
datasets/212/73.jpg,212,180,304,1223,833,
datasets/212/65.jpg,212,64,99,595,341,
datasets/212/4.jpg,212,53,97,635,391,
datasets/212/50.jpg,212,58,32,368,222,
datasets/212/142.jpg,212,286,273,804,499,
datasets/212/57.jpg,212,54,24,602,339,
datasets/212/113.jpg,212,62,143,533,350,
datasets/212/185.jpg,212,33,36,610,323,
datasets/212/75.jpg,212,245,360,1827,944,
datasets/212/219.jpg,212,53,82,1373,709,
datasets/212/252.jpg,212,118,218,1482,1018,
datasets/212/158.jpg,212,73,55,869,514,
datasets/212/71.jpg,212,60,119,513,371,
datasets/212/272.jpg,212,22,93,619,382,
datasets/212/10.jpg,212,207,323,1655,967,
datasets/212/98.jpg,212,60,115,573,392,
datasets/212/94.jpg,212,172,53,1384,609,
datasets/212/129.jpg,212,37,101,584,297,
datasets/212/38.jpg,212,21,122,616,389,
datasets/212/49.jpg,212,49,62,366,208,
datasets/212/225.jpg,212,54,145,535,349,
datasets/212/222.jpg,212,12,11,291,223,
datasets/212/180.jpg,212,253,86,554,308,
datasets/212/87.jpg,212,97,165,544,430,
datasets/212/151.jpg,212,555,255,1863,1016,
datasets/212/56.jpg,212,713,273,1920,998,
datasets/212/175.jpg,212,48,83,579,337,
datasets/212/66.jpg,212,51,33,389,260,
datasets/212/33.jpg,212,249,54,275,80,
datasets/212/197.jpg,212,22,133,617,346,
datasets/212/263.jpg,212,276,37,1594,1056,
datasets/212/174.jpg,212,88,142,1830,897,
datasets/212/200.jpg,212,71,259,1128,763,
datasets/212/215.jpg,212,61,117,599,331,
datasets/212/12.jpg,212,236,349,710,607,
datasets/212/251.jpg,212,26,60,560,311,
datasets/212/97.jpg,212,27,95,619,363,
datasets/212/247.jpg,212,11,191,1021,609,
datasets/212/201.jpg,212,41,76,386,240,
datasets/212/126.jpg,212,18,231,990,619,
datasets/212/267.jpg,212,378,413,1695,959,
datasets/212/9.jpg,212,66,59,588,328,
datasets/212/183.jpg,212,441,216,1618,929,
datasets/212/8.jpg,212,197,107,1026,530,
datasets/212/82.jpg,212,12,145,625,410,
datasets/212/137.jpg,212,26,82,607,346,
datasets/212/45.jpg,212,121,129,724,554,
datasets/212/20.jpg,212,85,102,626,382,
datasets/212/258.jpg,212,20,97,994,662,
datasets/212/168.jpg,212,67,148,944,575,
datasets/212/26.jpg,212,199,321,995,655,
datasets/212/109.jpg,212,42,82,597,417,
datasets/212/29.jpg,212,40,145,1126,556,
datasets/212/120.jpg,212,306,99,1245,820,
datasets/212/218.jpg,212,156,222,642,442,
datasets/212/89.jpg,212,117,134,687,449,
datasets/212/233.jpg,212,50,59,551,295,
datasets/212/95.jpg,212,245,393,2117,1221,
datasets/212/72.jpg,212,158,184,1058,721,
datasets/212/31.jpg,212,414,142,878,402,
datasets/212/159.jpg,212,21,131,625,382,
datasets/212/166.jpg,212,102,109,835,497,
datasets/212/211.jpg,212,101,160,549,431,
datasets/212/141.jpg,212,114,84,525,357,
datasets/212/70.jpg,212,50,117,950,513,
datasets/212/143.jpg,212,69,93,572,348,
datasets/212/80.jpg,212,117,89,574,270,
datasets/212/246.jpg,212,1082,861,4158,2281,
datasets/212/210.jpg,212,634,98,2036,727,
datasets/213/173.jpg,213,189,345,992,684,
datasets/213/157.jpg,213,21,72,527,290,
datasets/213/69.jpg,213,269,368,2091,1369,
datasets/213/165.jpg,213,572,128,648,251,
datasets/213/138.jpg,213,145,90,1458,1067,
datasets/213/6.jpg,213,87,25,542,263,
datasets/213/221.jpg,213,1420,349,1453,391,
datasets/213/96.jpg,213,131,73,691,393,
datasets/213/54.jpg,213,214,231,1789,1039,
datasets/213/149.jpg,213,88,66,959,525,
datasets/213/81.jpg,213,1117,160,1413,331,
datasets/213/76.jpg,213,402,188,1271,646,
datasets/213/78.jpg,213,99,62,1121,686,
datasets/213/178.jpg,213,36,107,602,371,
datasets/213/61.jpg,213,208,199,830,523,
datasets/213/7.jpg,213,216,89,1176,637,
datasets/213/152.jpg,213,1,53,104,277,
datasets/213/154.jpg,213,130,56,877,626,
datasets/213/134.jpg,213,169,29,684,309,
datasets/213/148.jpg,213,187,276,624,482,
datasets/213/15.jpg,213,403,464,1251,872,
datasets/213/156.jpg,213,18,250,118,549,
datasets/213/93.jpg,213,108,166,754,428,
datasets/213/194.jpg,213,187,276,624,482,
datasets/213/42.jpg,213,67,56,1222,645,
datasets/213/199.jpg,213,84,234,1490,955,
datasets/213/88.jpg,213,438,524,1413,1006,
datasets/213/2.jpg,213,60,90,716,428,
datasets/213/86.jpg,213,21,226,448,432,
datasets/213/205.jpg,213,773,197,1020,347,
datasets/213/127.jpg,213,105,84,1504,986,
datasets/213/121.jpg,213,262,228,1411,816,
datasets/213/208.jpg,213,401,388,905,570,
datasets/213/24.jpg,213,387,504,1790,1224,
datasets/213/206.jpg,213,112,172,524,469,
datasets/213/198.jpg,213,1,53,104,277,
datasets/213/214.jpg,213,19,15,547,204,
datasets/213/209.jpg,213,60,98,426,230,
datasets/213/176.jpg,213,90,117,933,649,
datasets/213/103.jpg,213,58,116,962,518,
datasets/213/68.jpg,213,258,230,1104,572,
datasets/213/13.jpg,213,319,470,1161,774,
datasets/213/162.jpg,213,401,388,905,570,
datasets/213/217.jpg,213,91,97,725,494,
datasets/213/55.jpg,213,76,90,577,375,
datasets/213/204.jpg,213,59,114,746,474,
datasets/213/5.jpg,213,223,247,644,468,
datasets/213/130.jpg,213,159,16,1242,623,
datasets/213/30.jpg,213,149,269,592,428,
datasets/213/40.jpg,213,40,280,974,679,
datasets/213/147.jpg,213,7,77,314,201,
datasets/213/39.jpg,213,58,116,741,476,
datasets/213/124.jpg,213,105,100,1457,1055,
datasets/213/216.jpg,213,19,95,617,401,
datasets/213/18.jpg,213,125,150,792,468,
datasets/213/115.jpg,213,50,31,1265,618,
datasets/213/169.jpg,213,25,79,622,373,
datasets/213/16.jpg,213,44,184,972,667,
datasets/213/177.jpg,213,615,260,769,366,
datasets/213/3.jpg,213,24,191,755,444,
datasets/213/100.jpg,213,150,152,945,548,
datasets/213/144.jpg,213,31,18,478,231,
datasets/213/230.jpg,213,107,128,904,712,
datasets/213/27.jpg,213,44,105,598,383,
datasets/213/19.jpg,213,152,120,430,240,
datasets/213/64.jpg,213,73,137,749,467,
datasets/213/189.jpg,213,327,727,2578,1659,
datasets/213/224.jpg,213,615,260,769,366,
datasets/213/37.jpg,213,89,164,1509,959,
datasets/213/107.jpg,213,373,249,1245,875,
datasets/213/36.jpg,213,328,221,969,524,
datasets/213/181.jpg,213,41,137,609,377,
datasets/213/131.jpg,213,60,20,592,313,
datasets/213/112.jpg,213,16,64,523,256,
